Word,Count
modelelement,33
set,33
ns,33
extra,33
specify,33
base,33
link,33
model/extent,33
ModelElements,32
property,32
returned,32
error,31
GeneralizableElement,31
Remove,31
containing,31
classifierrole,30
tagged,30
For,30
collaboration,30
added,29
Association,29
@since,29
TagDefinition,28
An,28
used,28
only,28
first,27
two,27
1.4,27
Message,27
build,26
there,26
Operation,26
argument,26
owner,26
return,26
owned,26
language,25
fired,25
String,24
Instance,24
relationship,24
you,24
Link,24
package,24
case,24
target,24
removed,24
@deprecated,23
TemplateParameter,23
at,23
possible,23
tfmorris,23
extension,23
events,23
Package,23
Namespace,23
State,23
other,22
diagram,22
extend,22
Parameter,22
container,22
Stereotype,22
-,22
0.25.4,22
TaggedValue,22
2005-2006,21
feature,21
XMI,21
add,21
contents,21
belonging,21
top,21
values,21
ElementImport,20
List,20
context,20
CompositeState,20
warning,20
Signal,20
string,20
comment,20
implementing,20
usecase,20
types,20
Extend,20
activator,20
ObjectFlowState,20
get,20
copy,19
00:46:37Z,19
been,19
subsystem,19
include,19
2010-09-24,19
boolean,19
UseCase,19
122,19
methods,19
destination,19
want,19
role,18
Action,18
second,18
names,18
Build,18
statemachine,18
default,18
classifiers,18
interaction,18
Constructor,17
when,17
@throws,17
parameters,17
retrieve,17
1996-2006,17
within,17
ElementResidence,17
ClassifierRole,17
position,17
dependency,17
Enumeration,17
generated,17
command,17
generalization,17
=,17
must,17
path,17
also,16
public,16
compositestate,16
ArgoUML,16
bound,16
tag,16
number,16
relation,16
cause,16
old,16
returns,15
Case,15
multiplicity,15
root,15
remove,15
Multiplicity,15
version,15
modelElement,15
LinkEnd,15
parent,15
connection,15
compositeState,15
current,15
different,15
Adds,15
stereotypes,15
constraint,15
Class,14
ComponentInstance,14
imported,14
TemplateArgument,14
decouple,14
binary,14
It,14
change,14
\Object,\,14
Transition,14
partition,14
valid,14
composite,14
representing,14
caused,14
much,14
associationrole,14
flow,14
level,14
so,14
Component,14
visibility,14
Reception,14
contained,14
ExtensionPoint,14
into,14
spec,13
line,13
specification,13
do,13
PseudostateKind,13
Dependency,13
none,13
reference,13
models,13
instances,13
defined,13
c,13
namespaces,13
same,13
more,13
identifier,13
Collaboration,13
Expression,13
enumeration,13
baseclass,13
stimulus,13
Generalization,13
1.3,13
entity,12
arguments,12
create,12
range,12
subvertex,12
just,12
2005-2007,12
2.x,12
features,12
function,12
abstract,12
operations,12
work,12
child,12
Binding,12
then,12
<code>null</code>,12
owning,12
specific,12
those,12
text,12
AggregationKind,12
Feature,12
allContents,12
it's,12
StateMachine,11
point,11
instead,11
getting,11
internal,11
available,11
Point,11
attributes,11
column,11
import,11
CallAction,11
aggregationkind,11
pseudostate,11
interfaces,11
Created,11
propertyName,11
CallEvent,11
receive,11
another,11
associated,11
changed,11
location,11
2004-2006,11
isn't,10
children,10
contains,10
StructuralFeature,10
NodeInstance,10
Constraint,10
Include,10
\java.beans.PropertyChangeListener,\,10
external,10
bases,10
Attribute,10
Extension,10
since,10
applied,10
<pre>,10
modelClass,10
objects,10
Gets,10
guard,10
represented,10
modelelements,10
whether,10
Guard,10
search,10
ClassifierInState,10
Decorator,9
Can,9
connected,9
predecessor,9
trigger,9
unidirectional,9
submachine,9
decorated,9
causing,9
Removes,9
<em>NOTE:</em>,9
EnumerationLiteral,9
VisibilityKind,9
single,9
sender,9
Exception,9
usecases,9
states,9
Comment,9
such,9
IllegalArgumentException,9
Interaction,9
upper,9
system,9
StateVertex,9
In,9
passed,9
(a,9
Method,9
Pseudostate,9
ChangeEvent,9
Element,9
they,9
taggedValue,9
Node,9
Stimulus,9
classifierRole,9
Interface,9
decorate,9
results,9
find,8
here,8
don't,8
lower,8
belongs,8
BehavioralFeature,8
Construct,8
rest,8
section,8
Abstraction,8
transitions,8
deleted,8
:,8
condition,8
ActionSequence,8
ScopeKind,8
named,8
ends,8
AttributeLink,8
decorating,8
their,8
\java.lang.Object,\,8
SynchState,8
wishes,8
connect,8
behavioral,8
parents,8
AssociationEnds,8
(ie,8
aggregation,8
call,8
scope,8
longer,8
predecessors,8
UID,8
put,8
metatype,8
file,8
submachinestate,8
Event,7
XmiWriter,7
isSpecification,7
act,7
SignalEvent,7
node,7
complete,7
Flow,7
Partition,7
static,7
2,7
di,7
project,7
separate,7
works,7
bean,7
machine,7
TimeEvent,7
components,7
ActivityGraph,7
enumerated,7
Messages,7
MultiplicityRange,7
includes,7
To,7
oldValue,7
already,7
correct,7
index,7
programmatic,7
currently,7
need,7
actual,7
ChangeableKind,7
<code>true</code>,7
originalEvent,7
tfm,7
1.x,7
classes,7
itself,7
metamodel,7
\AssociationEnd,\,7
internally,7
memento,7
subtypes,7
owns,7
receiver,7
listens,7
Creates,7
newValue,7
BooleanExpression,7
</pre>,7
-1,7
time,6
UmlException,6
associations,6
special,6
trans,6
signal,6
actor,6
specified,6
navigability,6
AssociationClass,6
back,6
false,6
classifierroles,6
due,6
than,6
<li>public,6
while,6
resulting,6
existing,6
Actor,6
XmiReader,6
too,6
user,6
\null,\,6
each,6
annotated,6
uses,6
looking,6
integer,6
SendAction,6
StubState,6
structure,6
Copies,6
messages,6
Usage,6
writer,6
represents,6
part,6
Subsystem,6
alias,6
initial,6
undoable,6
raised,6
o,6
stream,6
sequence,6
handle),6
built,6
AssociationRole,6
modelevents,6
read,6
including,6
//////////////////////////////////////////////////////////////,6
\implementation,\,6
Transitions,6
basis,6
effect,6
receptions,6
(or,6
ModelEventPump,6
2005-2008,6
implemented,6
Checks,5
\TagDefinition,\,5
files,5
array,5
ParameterDirectionKind,5
Name,5
make,5
ActionState,5
DestroyAction,5
FinalState,5
actually,5
DataType,5
based,5
systemId,5
UninterpretedAction,5
code,5
discriminator,5
Replace,5
SubmachineState,5
0-based,5
1.x),5
There,5
These,5
(in,5
Interfaces,5
start,5
dataValues,5
out,5
contain,5
insert,5
publicId,5
TerminateAction,5
Strings,5
entry,5
abase,5
TaggedValues,5
stereo,5
extent,5
would,5
(e.g,5
AssociationEndRole,5
follows,5
Facade,5
Linus,5
assoc,5
being,5
really,5
Determine,5
ownership,5
CreateAction,5
classifierInState,5
Composite,5
equivalent,5
following,5
elem,5
deferrable,5
java.lang.String),5
isReadOnly,5
calling,5
paths,5
done,5
Argument,5
pack,5
Artifact,5
nothing,5
OrderingKind,5
Set(ModelElement);,5
element.<p>,5
activity,5
MTransition,5
compatibility,5
me,5
statevertex,5
addition,5
ReturnAction,5
around,5
concurrent,5
(UML,5
give,5
direction,4
about,4
modelelement.<p>,4
connections,4
general,4
<ul>,4
\Expression,\,4
Do,4
targetScope,4
singleton,4
Elements,4
MVW,4
commands,4
up,4
write,4
via,4
before,4
SubactivityState,4
MDR,4
relations,4
kinds,4
still,4
synch,4
CallState,4
LinkObject,4
Finds,4
It's,4
dependencies,4
navigation,4
\classifierroles,\,4
contexts,4
PackageImport,4
standard:,4
CollaborationInstanceSet,4
occurred,4
constructor,4
Frozen,4
mes,4
\message,\,4
repository,4
propertyNames,4
2006,4
Only,4
original,4
tagType,4
embedded,4
model.<p>,4
registered,4
undone,4
reception,4
XmiReferenceException,4
\StructuralFeature,\,4
qualifier,4
facade,4
Object.<p>,4
better,4
Qualifier,4
Tom,4
DataValue,4
ActivityGraphsHelper,4
can't,4
objectFlowState,4
isStatic,4
associationroles,4
\namespace,\,4
thrown,4
support,4
Tolke,4
either,4
resolve,4
Note:,4
datatype,4
usage,4
count,4
examine,4
extends,4
because,4
inverse,4
InteractionInstanceSet,4
signals,4
order,4
using,4
SimpleState,4
detail,4
literals,4
CallConcurrencyKind,4
Set(ModelElement),4
allow,4
Instances,4
searched,4
Note,4
|,4
e.elementOwnership.visibility,4
powerType,4
below,4
multiple,4
True,4
there's,4
metatypes,4
referenced,4
Does,4
UUIDManager,4
appropriate,4
Generalizations,4
literal,4
wellformednessrules,4
UmlFactory,4
Attributes,4
CoreHelper,4
were,4
\Transition,\,4
guaranteed,4
MetaTypes,4
observer,4
Morris,4
ElementImports,4
specifications,4
TimeExpression,4
s,4
except,4
copied,4
implement,4
java.lang.String[]),4
know,4
SubsystemInstance,4
\Event,\,4
communicationLink,4
once,4
enable,4
cls,4
output,4
0.27.3,4
save,4
clear,4
NOTE:,4
implementations,4
called,4
\metamodel),\,3
outgoing,3
Operations,3
parameterized,3
XmiException,3
removes,3
tested,3
diagrams,3
TagDefinitions,3
normally,3
e.g,3
navigable,3
ordered,3
most,3
statemachines,3
recurrence,3
imports,3
DataTypesHelper,3
1.4),3
helpers,3
outermost,3
test,3
org.omg.uml.diagraminterchange.Property),3
binding,3
children.<p>,3
Associations,3
Lists,3
wrapper,3
leaf,3
anextension,3
after,3
representation,3
recognizers,3
communicationConnection,3
stimuli,3
derived,3
\found,\,3
etc,3
supertypes,3
sent,3
stack,3
(eg,3
references,3
Currently,3
check,3
UseCasesHelper,3
\CompositeState,\,3
shared,3
ModelImplementation,3
asynchronous,3
eventName,3
form,3
class.<p>,3
</ul>,3
means,3
expected,3
org.argouml.model.ModelEventPump#removeModelEventListener(,3
according,3
Changeability,3
Interchange,3
belong,3
ProcedureExpression,3
until,3
become,3
garbage,3
March,3
activators,3
relationships,3
extended,3
register,3
allows,3
Javadoc,3
probably,3
could,3
String),3
roles,3
successor,3
\Classifier,\,3
TemplateParameters,3
int,3
instantiation,3
stubstate,3
Links,3
\ClassifierRole,\,3
Icon,3
replaces,3
inheritance,3
yet,3
direct,3
isSynch,3
checked,3
them,3
refers,3
\2.x,\,3
subsystems,3
inherited,3
\ObjectFlowState,\,3
last,3
directory,3
points,3
calculates,3
isQuery,3
\2003,\,3
eventNames,3
powertype,3
dataValue,3
associationend,3
member,3
occur,3
wrap,3
Behavioral,3
template,3
Object),3
Find,3
things,3
always,3
connecting,3
resident,3
\for,\,3
MOF,3
optional,3
CommonBehaviorHelper,3
StateMachinesHelper,3
interested,3
expr,3
AddOnly,3
CollaborationsHelper,3
what,3
$NON-NLS-1$,3
script,3
private,3
exit,3
(i.e,3
data,3
#buildClass(),3
cannot,3
ie,3
subtype,3
residents,3
#protected)),3
implements,3
abstraction,3
We,3
who,3
Classes,3
expect,3
substates,3
integers,3
access,3
\Element,\,3
generic,3
themselves,3
Copy,3
like,3
ID,3
standard,3
\org.omg.uml.diagraminterchange.DiagramElement,\,3
ModelManagementHelper,3
although,3
\spec,\,3
application,3
Diagram,3
NSUML,3
unique,3
baseClassifier,3
meta,3
checking,3
connectionType,3
#public,3
16,3
pump,3
forget,3
concurrency,3
IterationExpression,3
throwing,3
getter,3
ausecase,3
2.10.3.3,3
interchange,3
protected,3
reading,3
Not,3
UmlHelper,3
\StateMachine,\,3
End,3
StateMachines,3
mvw,3
Here,3
<li>the,3
2004-2007,3
ordering,3
desired,3
StructuralFeatures,3
additional,3
primary,3
require,3
DirectionKind,3
ActionExpression,3
null),3
'unlimited',3
allImportedElements,3
Specification,3
IllegalStateException,3
boolean)},3
ownerScope,3
[2],3
Undo,3
see,3
otherwise,3
maintained,3
undo,3
creates,3
supported,3
1996-2007,3
0.26,3
own,3
space,3
qualifiers,3
opposed,3
ignore,3
org.argouml.model.ModelEventPump#addModelEventListener(,3
String[])},3
\Feature,\,3
many,3
e,3
\ElementResidence,\,3
1,3
ElementResidences,3
\Parameter,\,3
made,3
0,3
dealing,3
utility,3
goes,3
<li>,3
ModelHelper,2
separated,2
&,2
createaction,2
(,2
starting,2
theModelElementObject,2
inside,2
Write,2
compile,2
statevertices,2
\namespaces,\,2
f,2
\object,\,2
redone,2
deployed,2
control,2
MStateMachine,2
delegate,2
[1],2
unsupported,2
match,2
\error,\,2
\classifier,\,2
fully,2
\"\"\\,2
iterator,2
*/,2
Users,2
Features,2
\GeneralizableElement,\,2
agg1,2
agg2,2
GeneralizableElements,2
ModelImplementation},2
wrong,2
provides,2
contract,2
dispatchaction,2
UseCasesFactory,2
keep,2
targetflows,2
creating,2
fooling,2
surrounding,2
changedValue,2
residence,2
packages,2
Ends,2
Specializations,2
denoting,2
self.contents->union(,2
lineNumber,2
outside,2
similarly,2
flag,2
#getAllSubStates(Object)},2
ArgoUML.<p>,2
way:,2
us,2
undoing,2
signalevent,2
<code>&lt;&lt;import&gt;&gt;</code>,2
principally,2
higher,2
zero,2
\Package,\,2
Package:,2
extensionPoint,2
loose,2
stateVertex,2
objects:,2
ObjectFlowStates,2
returnType,2
activitygraph,2
LinkEnds,2
Tests,2
convert,2
modeElement,2
ignored,2
algorithm,2
adds,2
TemplateArguments,2
destroyed,2
rare,2
UMLException.java,2
ActivityGraphsFactory,2
ExtensionMechanismsFactory,2
objectflowstate,2
Namespace:,2
history,2
icon,2
lmaitre,2
invalid,2
\altered,\,2
looked,2
Examples,2
sourceflows,2
MSynchState,2
CoreFactory,2
configured,2
packageImport,2
objectflow,2
intention,2
process,2
dest,2
assigned,2
generization,2
participates,2
activityGraph,2
factories,2
@#$LPS-ACTIVITYDIAGRAM:GranularityType:Method,2
Collaborations,2
2.1.1,2
attempt,2
isActive,2
\Component,\,2
DataTypesFactory,2
Components,2
clients,2
anymore,2
purpose,2
nonnegative,2
Stimuli,2
redo,2
\Method,\,2
inclusion,2
ElemetImport,2
therefore,2
\BehavioralFeature,\,2
BehavioralFeatures,2
org.argouml.model.ModelEventPump#removeClassModelEventListener(,2
haven't,2
happened,2
searching,2
Another,2
sub-namespace,2
#getAllPossibleSubvertices(Object)},2
StateMachinesFactory,2
Methods,2
acts,2
fill,2
placed,2
Nodes,2
oSubmachineState,2
2.0,2
interest,2
users,2
possibly,2
MChangeEvent,2
shown,2
character,2
1..1,2
execute,2
re.elementImport.visibility,2
\Instead,\,2
\ModelElement,\,2
\specification,\,2
<code>IllegalModelElementConnection</code>,2
linked,2
previous,2
Stub,2
@stereotype,2
across,2
Kind,2
falls,2
doesn't,2
getDestination,2
are:,2
modifies,2
oper,2
correctly,2
Check,2
\parameter,\,2
\Argument,\,2
\associationends,\,2
adopt,2
noticed,2
collaborations,2
\number,\,2
items,2
complex,2
loading,2
i.e,2
isAbstract,2
forming,2
simple,2
embed,2
earlier,2
\state,\,2
had,2
0.25.5,2
\"\unlimited"\\,2
ObjectSetExpression,2
<p>The,2
record,2
MTimeEvent,2
Associaton,2
getSource,2
org.argouml.model.ModelEventPump#addClassModelEventListener(,2
\Extend,\,2
firing,2
importing,2
2.10.3,2
ComponentInstances,2
Although,2
stable,2
\direction,\,2
equal,2
Start,2
down,2
enum,2
finalstate,2
away,2
something,2
reached,2
constraining,2
info,2
full,2
\"\from"\\,2
toClassifier,2
designed,2
characteristics,2
</pre><p>,2
sought,2
determined,2
\SendAction,\,2
timeevent,2
\"\String"\,\,2
defines,2
\Model,\,2
ConcurrentRegion,2
typically,2
specificationpath,2
aggregationKind2,2
ArgListsExpression,2
end2,2
end1,2
aggregationKind1,2
Relationship,2
map,2
realized,2
enclosing,2
requirement,2
msg,2
returning,2
\ordered,\,2
MappingExpression,2
\exception,\,2
Primitive,2
/**,2
responsibility,2
CollaborationsFactory,2
associationendrole,2
nested,2
isLeaf,2
\"\to"\\,2
of:,2
take,2
Parameters,2
linkend,2
statemachine.<p>,2
place,2
MultiplicityRange),2
Parameter:,2
\identifier,\,2
realization,2
behavioralfeature,2
<code>&lt;&lt;access&gt;&gt;</code>,2
\Action,\,2
Actions,2
\"\Boolean"\)\,2
main,2
Dummy,2
<code>namespace</code>,2
12:38,2
CallEvents,2
MSignalEvent,2
listening,2
simplestate,2
collection),2
implementation.<p>,2
None,2
internalTransitions,2
Comments,2
ranges,2
aggretation,2
\path,\,2
getters,2
2.x),2
isRoot,2
performed,2
MExpression,2
\composition,\,2
rightly,2
str,2
fires,2
self.ownedElement->union(self.importedElement),2
documented,2
metamodel.<p>,2
superclasses,2
Facade#isStatic(Object)},2
tip,2
least,2
Delete,2
delete,2
suppliers,2
deferrableEvent,2
uml,2
Constructs,2
CreateActions,2
1.</p>,2
defaultValue,2
Includes,2
recursively,2
theName,2
\case,\,2
<code>stereotype</code>,2
vary,2
ModelManagementFactory,2
cases,2
received,2
comment.<p>,2
deployment,2
collected,2
ClassifierRoles,2
generalizableElement,2
fail,2
ModelCommand,2
initialValue,2
\"\Integer"\\,2
supports,2
permission,2
incoming,2
Any,2
force,2
metaclass,2
Sequential,2
Active,2
marker,2
responsible,2
mutator,2
successors,2
stereotyped,2
your,2
API,2
might,2
readonly,2
convenience,2
altered,2
fetch,2
(which,2
MStateVertex,2
enums,2
header,2
pass,2
somewhere,2
setting,2
\event,\,2
variables,2
Object)},2
synchstate,2
That,2
See,2
(ElementImports,2
They,2
thinking,2
definition,2
\(AssociationEnd,\,2
ExtensionPoints,2
elementType,2
\value,\,2
baseClass,2
textual,2
columnNumber,2
backward,2
subvertices,2
certain,2
CommonBehaviorFactory,2
properties,2
subType,2
\parents,\,2
manage,2
required,2
meta-model,2
during,2
\package."\\,2
useful,2
\AssociationRole,\,2
working,2
information,2
writing,2
PrimitiveType,2
Consider,2
Aggregate,2
java.lang.Object),2
\name,\,2
graph,2
accessible,2
EnumerationLiterals,2
Signatures,2
relationShip,2
pointing,2
won't,2
management,2
next,2
problems,2
TypeExpression,2
MInstance,2
relationship.<p>,2
slightly,2
query,2
\Attribute,\,2
change.<p>,2
sources,2
\So,\,2
shall,2
\elements,\,2
annotate,2
versions,2
ExtensionMechanismsHelper,2
(was,2
Unlike,2
behavioralfeatures,2
\Guard,\,2
CopyHelper,2
move,2
Rename,2
reader,2
toElement,2
fromClassifier,2
\Operation,\,2
sets,2
together,2
ConcurrencyKind,2
\element,\,2
What,2
indicates,2
\file,\,2
(and,2
duplicate,2
both,2
\children,\,2
partitions,2
(as,2
\cases,\,2
considered,2
\model,\,2
20070607,2
often,2
Java,2
listen,2
fromElement,2
changeable,2
Constraints,2
\Constraint,\,2
going,2
duplicates,2
self.parent.allContents->select(e,2
\StateVertex,\,2
stricter,2
safety,2
(BehavioralFeature),1
\transitions,..\,1
(M0,1
requirements,1
shouldn't,1
gerneate,1
(Is,1
time-expression,1
Useful,1
(Strings),1
allowed,1
UmlChangeEvent.java,1
referenceValue,1
20070724,1
constrainedElements,1
\visibility,\,1
\Collection,\,1
StateMachinesHelper.getStateMachine(),1
MAssociationRole,1
taking,1
basic,1
(0.18),1
Converts,1
IllegalModelElementConnectionException,1
poertype,1
tokens,1
elments,1
0.15.5,1
\base,\,1
Moved,1
itself.<p>,1
built.<p>,1
newImpl,1
owningState,1
'arrives',1
minimum,1
Parameter's,1
(since,1
Method.<p>,1
InvalidElementExceptions,1
getParticipant,1
globally,1
quickly,1
inputsource,1
(*),1
\unregistration,\,1
notation,1
throw,1
Model#getDirectionKind()},1
self.contents->union,1
maintain,1
<em>instances</em>,1
\"\Import\,1
component.<p>,1
modelName,1
registering,1
20070620,1
\URL,\,1
Componet,1
send,1
profile,1
theStereotype,1
Confusing,1
digits,1
getters.<p>,1
('.'),1
(including,1
propogated,1
(an,1
plus,1
fulfilled,1
\ClassifierInState,\,1
align,1
'.',1
amessage,1
Most,1
(do,1
theRootNamespace,1
'passed',1
questions:,1
associationEnd,1
ModelEelement,1
From,1
Operation's,1
\#setBases(Object,\,1
readOnly,1
When,1
developers,1
org.argouml.model.StateMachinesHelper#getSource(java.lang.Object),1
debug,1
importedElement,1
\set,\,1
java.lang.Object}),1
compState,1
applicable,1
\MultiplicityRange),\,1
(modelelements),1
strictly,1
depends,1
visibilitykind,1
taggedvalue,1
operate,1
list.<p>,1
Import,1
Operation),1
dispatchAction,1
\Operation"\\,1
IllegalModelElementConnectionException.java,1
ChangeableKinds,1
MCompositeState,1
ChangeableKind},1
org.argouml.model.CollaborationsHelper#getAllClassifierRoles(java.lang.Object),1
useCase,1
iteration,1
DiElement.java,1
\java.beans.PropertyChangeListener},\,1
arrow,1
<<utility>>,1
DiagramInterchangeFactory.java,1
ConcurrencyKind.java,1
\"\Access\,1
(is,1
metatypeName,1
forms,1
hierarchies),1
InstanceChangeEvent.java,1
actionState,1
conflict),1
Tag,1
unchecked,1
\multiplicity,\,1
DataTypes.<p>,1
account,1
wants,1
deals,1
handle.<p>,1
problem.<p>,1
owner),1
Couples,1
toStyle,1
collecting,1
owners,1
\interface,\,1
\has,\,1
MModelElement,1
#if,1
common,1
constrElement,1
20070331,1
\"\UML:Diagram"\\,1
\Number,\,1
\cycles,\,1
(of,1
behavioural,1
extends.<p>,1
XmiReferenceException.java,1
well-formedness,1
realization.<p>,1
\UML,\,1
RETURN,1
likely,1
resolved,1
eventName.<p>,1
\Instance,\,1
events.<p>,1
end.<p>,1
\List,\,1
classifierroles.<p>,1
\with,\,1
approach,1
ScopeKind.java,1
managed,1
\"\Additional\,1
(like,1
Fork,1
\#setReadOnly(Object,\,1
\unlimited,\,1
elements:,1
share,1
Well,1
classifierss,1
&lt;/XMI.exporterVersion&gt;,1
Instance:,1
achild,1
operator,1
\"\2.1.1"\\,1
Model.java,1
traversing,1
<code>upper</code>,1
While,1
handling,1
specifying,1
ostatevertex,1
ModelCommandCreationObserver.java,1
org.argouml.kernel.Project#getRoot(),1
unordered,1
elements),1
elemnet,1
Which,1
per-model/extent,1
*</pre>,1
(recursive,1
baseclasses,1
ownerScope),1
split,1
aninclusion,1
#getElement(List)},1
\"\In\,1
easy,1
API's,1
\address,\,1
maximal,1
PseudostateKind.java,1
disjoint,1
Notice,1
#isAUMLElement(Object)},1
CopyHelper.java,1
Inserts,1
name:,1
Notify,1
extenders,1
root-namespace,1
StateMachines.<p>,1
<<type>>,1
(the,1
<em>Warning:,1
elementImport,1
\2.10.3.6,\,1
finds,1
(but,1
natural,1
\"\*"\\,1
tests,1
\source,\,1
Callers,1
\enumerations,\,1
left,1
</li>,1
normal,1
<XMI.header>,1
extendedElement,1
behaviors,1
AggregationKind.java,1
AssociationRole),1
uniqueness,1
Opration,1
initialised,1
Discriminators,1
\"\1.4"\\,1
concurrencyKind,1
helpers/factories,1
exactly,1
wish,1
identify,1
Facade.java,1
Realization,1
Therefore,1
\Aggregate,\,1
EntryPoint,1
Facade#isReadOnly(Object)},1
AssociationRoles,1
Facade#isReadOnly(Object)),1
AbstractCoreHelperDecorator.java,1
accepted,1
coming,1
getName(Object,1
numerical,1
inject,1
independent,1
Since,1
meanings,1
Sinal,1
@extent,1
N-ary,1
desirable,1
d00mst),1
#isAElement(Object),1
stereotypename,1
2.10,1
<em>NOTE:,1
CommonBehaviorFactory.java,1
specifically,1
bexpr,1
Iterator/Collection,1
block,1
TaggedValue...),1
\importedElement),\,1
modify,1
legal,1
lifetime,1
level),1
'from,1
MExtend,1
org.omg.uml.diagraminterchange.ADiagramElementProperty#exists(,1
variety,1
Subsystem:,1
anaddition,1
Dimension,1
indirect,1
uuid,1
deeply,1
BezierPoint,1
#hasReturnParameterDirectionKind(Object)},1
baseClass),1
UUIDs,1
asterisk,1
Then,1
participate,1
comparing,1
\"\()"\\,1
\"\String"\\,1
\method,\,1
DataTypes,1
established,1
#getPath(Object)},1
tool,1
self-referencing,1
Stereotype's,1
\#setDataValues(Object,\,1
\#buildTaggedValue(Object,\,1
result,1
$Date:,1
(across,1
#createAssociation(Object)},1
Comment.<p>,1
atype,1
isPROPERTY(Object,1
WeakReference,1
ReadOnly,1
nodeInstance,1
theNamespaceObject,1
difference,1
Protected,1
third,1
thing,1
underlying,1
checkWFR,1
extensionPoints,1
rethinking/rework,1
untill,1
future,1
namespace/ownedElement,1
ExtensionMechanismsHelper.java,1
(using,1
parts,1
changeablekind,1
Flush,1
#getBases(Object)},1
try/catch,1
harmless,1
party,1
guarantee,1
catches,1
pair,1
near,1
ModelElement.<p>,1
Model#getScopeKind()},1
Updates,1
<code>isLeaf</code>,1
OrderingKind.java,1
Model#getConcurrencyKind()},1
trying,1
Classifier's,1
org.argouml.model.UmlHelper#addListenersToModel(java.lang.Object),1
encoded,1
reloads,1
\different,\,1
ExstensionMechanisms,1
2.5.3.26,1
representedClassifier,1
too),1
join,1
\stereotype,\,1
represent,1
Typically,1
org.omg.uml.diagraminterchange.ADiagramElementProperty#getProperty(,1
rootModel,1
message.<p>,1
defaultElement,1
twice,1
supplierObj,1
sub-namespaces,1
too.<p>,1
ExtensionMechanisms,1
DummyModelMemento.java,1
Figs,1
someone,1
maximum,1
hierarchy,1
DataTypesHelper},1
StateMachinesFactory.java,1
diagramOrGraphElement,1
link-ends,1
too).<p>,1
rules,1
why,1
beginning,1
UmlModelListener,1
specialized,1
parsing,1
<code>isAbstract</code>,1
UUID,1
(Behavioral,1
way,1
Apr,1
Test,1
\"\realize"\\,1
MetaTypes#getName(Object)},1
deterministic,1
\models,\,1
classname,1
Core,1
translates,1
\"\org.argouml.model.mdr.MDRModelImplementation"\\,1
#buildCompositeState(Object),1
testing,1
compositestate.<p>,1
fromStyle,1
constrainingElements,1
Dependencies,1
