Word,Count
@#$LPS-LOGGING:Localization:NestedStatement,324
type,320
defined(COGNITIVE),319
Construct,312
but,310
then,308
Set,306
end,295
fig,284
instance,279
elements,274
null,268
return,262
1996-2007,254
owner,254
there,253
add,252
jaap.branderhorst@xs4all.nl,247
shown,247
do,246
path,242
size,235
@#$LPS-LOGGING:GranularityType:Field,232
selected,230
@#$LPS-LOGGING:GranularityType:Import,229
UID,227
critic,226
edge,225
create,224
namespace,223
some,220
Action,216
item,215
It,213
We,213
need,211
may,208
association,208
notation,205
version,205
stereotype,203
@#$LPS-COGNITIVE:GranularityType:Package,203
Get,203
listener,202
other,201
change,200
configuration,198
case,198
added,196
first,194
icon,192
implementation,191
//////////////////////////////////////////////////////////////,190
bounds,190
show,187
ArgoUML,186
more,181
properties,181
been,181
line,179
23:32:33Z,178
2010-09-26,178
132,178
interface,177
position,174
1996-2008,174
java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent),173
menu,172
defined(STATEDIAGRAM),168
removed,164
state,164
remove,163
tab,162
2002,162
make,161
source,160
extension,160
box,159
changed,158
check,157
here,155
must,155
called,155
between,155
nodes,153
0.27.3,152
@throws,151
created,151
height,150
up,150
DiagramSettings)},149
message,149
get,149
Add,148
they,147
@#$LPS-LOGGING:Localization:NestedIfdef-COGNITIVE,147
number,147
profile,146
same,144
point,143
component,142
org.argouml.cognitive.Designer),142
display,141
just,141
compartment,141
modelelement,141
owning,141
objects,140
tfm,139
changes,137
into,137
defined(ACTIVITYDIAGRAM),136
save,136
Create,136
Michiel,135
using,135
2010-09-25,134
127,134
22:23:13Z,134
\java.lang.Object,\,133
code,133
being,132
0.27.2,131
String,130
An,130
parent,130
description,129
width,129
issue,128
GEF,127
singleton,127
also,127
found,126
@#$LPS-LOGGING:Localization:StartMethod,126
See,124
out,123
nothing,123
\Rectangle,\,123
Bob,121
next,121
\int,\,121
don't,121
where,120
since,120
Class,119
events,119
methods,119
org.argouml.uml.ui.UMLModelElementListModel2#buildModelList(),118
than,117
returned,117
design,116
our,116
tooltip,114
empty,113
language,113
order,112
location,112
array,112
x,112
y,110
otherwise,110
represents,110
function,109
collection,109
top,109
items,108
false,107
needs,107
actions,107
ignored,107
Logger,107
figure,107
In,106
Figs,104
after,104
token,103
{,103
stereotypes,103
these,103
dialog,103
rendering,103
last,102
before,102
Tarling,102
diagrams,102
each,101
+,101
sure,101
containing,100
specific,100
e,100
names,99
org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(Object),99
Do,99
already,99
see,98
rule,98
button,98
currently,98
Return,98
call,97
old,96
attributes,96
work,95
visibility,95
required,95
figs,95
would,95
java.lang.Object),94
title,94
string:,94
now,94
Object,94
way,94
their,93
2007,93
index,93
},93
initial,93
Sets,93
int),93
toolbar,92
label,92
them,92
critics,92
valid,91
tree,91
classifier,91
time,91
possible,90
existing,89
allow,89
contains,89
about,89
update,89
handle,89
you,88
{@inheritDoc},88
returns,88
parameter,87
defined(SEQUENCEDIAGRAM),87
selection,86
todo,86
For,86
exception,85
done,85
operations,84
defined,84
listeners,84
@#$LPS-LOGGING:Localization:BeforeReturn,84
following,84
2008,84
edges,84
targets,84
it's,83
implement,83
FigNode,83
base,83
single,83
whether,83
Creates,83
font,82
classes,82
minimum,81
files,81
want,81
load,81
<code>true</code>,81
visible,80
module,80
attribute,80
listen,80
what,80
localized,80
main,79
defined(COLLABORATIONDIAGRAM),79
field,79
container,79
right,79
1,78
specified,78
2,78
Used,78
Rule,78
2003,77
thread,77
allows,77
package,77
multiple,77
part,77
mouse,76
two,75
error,75
needed,75
s,75
defined(USECASEDIAGRAM),74
e.g,74
different,73
children,73
Dec,73
I,73
designer,73
setting,73
private,73
List,73
place,72
org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName(),72
values,72
generated,72
There,72
like,72
representing,72
wizard,71
because,71
org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials(),71
Default,71
serial,71
never,71
Remove,71
pane,71
associated,71
always,71
coordinate,71
style,71
start,71
implemented,71
row,70
loaded,70
port,70
through,70
progress,70
org.argouml.uml.cognitive.critics.CrUML#predicate2(,69
Diagram,69
rectangle,69
look,69
enabled,69
find,68
child,68
abstract,68
instead,68
org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object),68
trigger,68
left,68
could,67
dependency,67
buttons,67
support,67
Jan,66
creating,66
comment,66
within,66
jrobbins,66
Tom,65
f,65
Oct,65
directory,65
read,65
h,64
graphics,64
information,64
defined(DEPLOYMENTDIAGRAM),64
Make,64
org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object),64
Only,64
Morris,64
correct,64
based,64
subclasses,64
\name,\,64
ToDoItem,63
tag,63
problem,63
layout,63
parameters,63
both,63
subsystem,62
level,62
render,62
doesn't,62
too,62
types,61
yet,61
something,60
data,60
placed,60
document,60
Called,60
stored,60
w,60
0.27.4,60
@#$LPS-ACTIVITYDIAGRAM:GranularityType:Statement,59
i.e,59
offenders,59
Critic,59
1996-2009,59
expression,59
@#$LPS-STATEDIAGRAM:GranularityType:Statement,59
---,58
displayed,58
input,58
detect,58
import,58
itself,58
own,58
step,58
Notation,57
\"\\,57
priority,57
select,57
modules,57
made,57
mkl,57
perspective,56
generate,56
root,56
destination,56
p,56
really,55
components,55
Well-formedness,55
mode,55
2010-07-31,55
role,55
mvw@tigris.org,55
shows,55
available,54
ends,54
either,54
cause,54
actually,54
interested,54
GUI,54
contain,53
offset,53
These,53
until,53
while,53
view,53
page,53
delete,53
FigText,53
search,53
creates,53
result,53
boolean,52
registered,52
Why,52
help,52
during,52
know,52
represented,52
XML,52
gm,52
transition,51
provides,51
1.4,51
representation,51
shall,51
anything,51
saved,50
modelElement,50
build,50
inside,50
c,50
argument,50
override,50
command,50
another,49
//,49
better,49
public,49
(the,49
@#$LPS-COGNITIVE:GranularityType:Statement,49
Check,49
we're,49
ModelElement,49
over,49
Message,49
application,48
<code>null</code>,48
URL,48
@#$LPS-STATEDIAGRAM:GranularityType:Class,48
lines,48
contents,48
When,48
popup,48
contained,48
exists,48
kind,47
sequence,47
adds,47
layer,47
maurelio1234,47
Not,47
stream,46
status,46
format,46
control,46
d,46
allowed,46
register,46
system,46
variables,46
Key,46
Model,46
Semantics,46
implements,45
o,45
multiplicity,45
TODO,45
@stereotype,45
Classifier,45
strings,45
those,45
OMG,45
such,45
probably,44
profiles,44
match,44
related,44
test,44
member,44
knowledge,44
decision,44
let's,44
distance,44
global,44
going,43
fixed,43
predicate,43
else,43
Java,43
points,42
exist,42
represent,42
checked,42
dm,42
image,42
flag,42
how,42
back,42
static,41
give,41
standard,41
deleted,41
determines,41
can't,41
indicate,41
2006,41
later,41
longer,41
Utility,41
actual,41
according,41
id,41
graph,41
loading,41
still,41
internal,41
associations,40
tagged,40
well,40
open,40
NOTE:,40
previous,40
mvw,40
take,40
keep,40
newly,40
become,40
FigEdge,40
window,40
</pre>,40
move,40
Created,40
access,40
factory,40
collaboration,40
handles,39
provider,39
SINGLETON,39
link,39
adding,39
cases,39
supported,39
go,39
provide,39
us,39
19:16:21Z,39
body,39
\Object,\,39
table,39
panels,39
39,39
future,39
Find,39
uses,39
determine,39
choices,39
What,39
editor,38
fired,38
relevant,38
Interface,38
combobox,38
models,38
indicating,38
Association,38
</ul>,38
color,38
PGML,38
bounding,38
initialization,38
manager,38
corner,38
\true,\,38
$header$,38
history,38
entry,38
Argo,37
appropriate,37
parser,37
119,37
2010-09-15,37
Project,37
michiel,37
least,37
No,37
below,37
updated,37
\java.lang.String,\,37
\null,\,37
&,37
23:46:24Z,37
named,37
most,37
Since,36
@#$LPS-USECASEDIAGRAM:GranularityType:Package,36
group,36
(or,36
modelelements,36
0,36
character,36
functionality,36
statemachine,36
\15,\,36
rules,36
navigate,36
Internal,36
cannot,36
listening,36
(i.e,36
defines,36
scope,36
Reply,36
X,36
Adds,35
isn't,35
changing,35
separator,35
details,35
constructors,35
Swing,35
matching,35
connected,35
form,35
material,35
describing,35
Gets,35
arguments,34
were,34
variable,34
common,34
sets,34
states,34
resource,34
GraphModel,34
editable,34
Handle,34
Y,34
19:25:46Z,34
copy,34
@#$LPS-COGNITIVE:GranularityType:Import,34
extend,34
t,34
OCL,34
url,34
space,34
2007-2008,34
drag,34
40,34
every,34
2004-2006,34
checkbox,34
@#$LPS-COLLABORATIONDIAGRAM:GranularityType:Statement,34
editing,33
etc,33
active,33
Operation,33
uml,33
headline,33
side,33
Update,33
<ul>,33
23:06:12Z,33
1.4.2,33
explorer,33
composite,33
89,33
care,33
rather,33
direction,33
perspectives,32
length,32
(e.g,32
things,32
unless,32
Parse,32
\"\argo.tee"\\,32
obj,32
Constructs,32
tabs,32
connect,32
non-null,32
To,32
horizontal,32
Enumeration,32
Build,32
FigGroup,32
try,31
Now,31
utility,31
<tfmorris@gmail.com>,31
able,31
languages,31
Then,31
<pre>,31
java.lang.Object#toString(),31
persister,31
alexb,31
complete,31
@#$LPS-SEQUENCEDIAGRAM:GranularityType:Statement,31
goes,31
Guaranteed,31
Override,31
reference,31
args,31
handling,31
undo,31
\2003,\,31
basis,31
passed,31
@#$LPS-ACTIVITYDIAGRAM:GranularityType:Class,31
once,31
me,31
upper,31
showing,31
State,31
include,31
again,31
makes,30
structure,30
directly,30
Don't,30
m,30
Designer,30
java.util.Map),30
3,30
applied,30
output,30
equal,30
screen,30
constraint,30
fill,30
filename,30
4,30
along,30
<li>,30
shortcut,30
combo,30
Generate,30
present,30
java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent),30
java.lang.String),30
extended,30
aggregation,30
preferred,30
wrong,30
Collection,30
2003-2007,30
==,29
2003-2006,29
many,29
dsgr,29
showem,29
looking,29
edited,29
anchor,29
enable,29
Move,29
considered,29
via,29
\model,\,29
attached,29
NotationSettings},29
purpose,29
Finds,29
@#$LPS-LOGGING:Localization:NestedIfdef-STATEDIAGRAM,29
formal/04-07-02,29
goal,29
characters,29
Lazily,29
connection,29
context,29
creation,29
I18N,28
feel,28
simple,28
process,28
accessors,28
very,28
2006-2008,28
throw,28
instructions,28
original,28
bar,28
none,28
category,28
hierarchy,28
arrow,28
subclass,28
angle,28
replace,28
column,28
Change,28
fields,27
enclosing,27
described,27
MVW:,27
Provides,27
effect,27
wants,27
parse,27
locale,27
ones,27
event:,27
computed,27
Handles,27
problems,27
ToDo,27
special,27
Updates,27
takes,26
map,26
supports,26
superclass,26
org.tigris.gef.presentation.Fig#setLineWidth(int),26
@#$LPS-SEQUENCEDIAGRAM:GranularityType:Package,26
org.argouml.cognitive.Poster#stillValid(,26
API,26
diagram.<p>,26
n,26
\org.argouml.cognitive.ToDoItem,\,26
behavior,26
around,26
splash,26
XMI,26
looks,26
results,26
@#$LPS-STATEDIAGRAM:GranularityType:Import,26
Id,26
whole,26
custom,26
starting,26
[2],26
Method,26
ToDoList,26
Save,26
double,26
poster,26
theme,26
drawing,26
strategy,26
Note,26
ignore,26
modified,26
shouldn't,26
works,26
offender,26
org.tigris.gef.presentation.Fig#getLineWidth(),26
defaults,26
had,26
JScrollPane,26
@#$LPS-LOGGING:Localization:NestedIfdef-ACTIVITYDIAGRAM,26
certain,26
condition,26
ordered,25
similar,25
filter,25
against,25
@#$LPS-LOGGING:Localization:NestedIfdef-SEQUENCEDIAGRAM,25
org.tigris.gef.presentation.Fig#getFillColor(),25
removes,25
calls,25
Lach,25
moved,25
dragged,25
(see,25
(which,25
->,25
binary,25
Diagrams,25
\4,\,25
automatically,25
org.tigris.gef.presentation.Fig#setFillColor(java.awt.Color),25
classifiers,25
bottom,25
ProjectBrowser,25
\3,\,25
Removes,25
down,25
enclosed,25
paths,25
2006-2007,25
Load,25
<code>false</code>,25
hold,25
Also,25
org.tigris.gef.presentation.Fig#setFilled(boolean),25
Thierry,25
extra,25
pressed,25
1.3,25
Singleton,24
textual,24
triggered,24
count,24
/,24
ID,24
Namespace,24
rev,24
org.tigris.gef.presentation.Fig#getLineColor(),24
outgoing,24
running,24
triggers,24
together,24
updates,24
Determine,24
necessary,24
feature,24
interfaces,24
owns,24
replaced,24
drop,24
\diagram,\,24
require,24
Desired,24
designed,24
\14,\,24
checking,24
maximum,24
desired,24
..,24
invisible,24
option,24
means,24
parsed,24
hooks,24
keyword,24
vector,24
2005-2006,24
fix,24
constants,24
might,24
syntax,24
Property,24
Critics,24
difference,24
updating,24
generation,24
org.argouml.uml.ui.UMLComboBoxModel2#getSelectedModelElement(),23
clicks,23
Signal,23
gets,23
responsible,23
total,23
textfield,23
Is,23
gap,23
temporary,23
Profile,23
unique,23
entire,23
First,23
handled,23
deprecated,23
DiagramSettings},23
0.25.4,23
much,23
feedback,23
\6,\,23
\case,\,23
Indicates,23
java.lang.Object#clone(),23
everything,23
org.tigris.gef.presentation.Fig#setLineColor(java.awt.Color),23
options,23
suffix,23
Serial,23
\first,\,22
_x,22
@#$LPS-LOGGING:Localization:NestedIfdef-DEPLOYMENTDIAGRAM,22
parsing,22
caused,22
compartments,22
Otherwise,22
accept,22
88,22
\class,\,22
Each,22
[1],22
enters,22
enumeration,22
@#$LPS-USECASEDIAGRAM:GranularityType:Statement,22
Go,22
guaranteed,22
selecting,22
Should,22
org.argouml.uml.ui.UMLComboBoxModel2#buildModelList(),22
even,22
release,22
Decision,22
r,22
@#$LPS-STATEDIAGRAM:Localization:NestedIfdef-ACTIVITYDIAGRAM,22
links,22
2005-2008,22
2005-2007,22
decisions,22
owned,22
providers,22
String),22
write,22
TagDefinition,22
forms,22
Package,22
@#$LPS-LOGGING:Localization:NestedIfdef-USECASEDIAGRAM,22
Currently,22
second,22
2002-2006,22
\list,\,22
pixels,22
22:39:02Z,22
MarkusK,21
_y,21
put,21
ParseException,21
overridden,21
depending,21
Factory,21
invoked,21
Flag,21
\here,\,21
0.9.4,21
y;,21
modify,21
separate,21
_w,21
pepargouml@yahoo.es,21
expandOnly,21
behaviour,21
won't,21
org.argouml.uml.ui.UMLComboBoxModel2#isValidElement(Object),21
loader,21
region,21
compatible,21
h;,21
It's,21
i,21
protected,21
w;,21
did,21
click,21
hit,21
under,21
:,21
ClassifierInState,21
x;,21
\org.tigris.gef.presentation.Fig#setBoundsImpl(int,\,21
deal,21
apply,21
_h,21
final,20
By,20
concrete,20
interaction,20
lay,20
various,20
ObjectFlowState,20
org.tigris.gef.presentation.Fig#makeSelection(),20
Jason,20
got,20
org.argouml.notation.providers.NotationProvider#getParsingHelp(),20
stuff,20
knows,20
perform,20
critiquing,20
known,20
false;,20
javax.swing.Action#isEnabled(),20
why,20
Settings,20
But,20
super,20
\String,\,20
selects,20
Initialise,20
off,20
guard,20
parts,20
generic,20
And,20
@#$LPS-ACTIVITYDIAGRAM:Localization:EndMethod,20
lists,20
appearance,20
\example,\,20
dataModel,20
concurrent,20
appears,20
Agency,20
icons,20
several,20
\name+"\#"\\,20
define,20
constant,20
packages,20
Subclass,20
store,20
saving,20
Getter,20
separated,20
area,20
figures,19
info,19
helper,19
\used,\,19
localize,19
additional,19
including,19
that's,19
Builds,19
Transition,19
fire,19
constructed,19
(if,19
Allow,19
JPanel,19
we've,19
Main,19
@#$LPS-ACTIVITYDIAGRAM:Localization:NestedStatement,19
useful,19
reset,19
np,19
@#$LPS-ACTIVITYDIAGRAM:GranularityType:Import,19
hence,19
Register,19
framework,19
full,19
instances,19
stack,19
instanceof,19
correctly,19
track,19
back-to-front,19
prefix,19
argo,19
filled,19
vertical,19
org.argouml.cognitive.critics.Critic#toDoItem(,19
Link,19
Robbins,19
making,19
dashed,19
@#$LPS-DEPLOYMENTDIAGRAM:GranularityType:Package,19
calling,19
resize,19
b,19
UI,19
keys,19
@#$LPS-STATEDIAGRAM:Localization:EndMethod,19
equals,19
transitions,19
compatibility,19
encoding,18
<em>Note</em>,18
\org.argouml.notation.providers.NotationProvider#toString(java.lang.Object,\,18
\found,\,18
relationship,18
projects,18
Subclasses,18
i18n,18
bold,18
navigation,18
completely,18
expected,18
!=,18
indicates,18
@#$LPS-LOGGING:Localization:EndMethod,18
As,18
includes,18
behind,18
tool,18
processing,18
imported,18
\text,\,18
2.x,18
renderer,18
\owner,\,18
mechanism,18
java.awt.event.MouseListener#mouseClicked(java.awt.event.MouseEvent),18
section,18
resolved,18
easily,18
inherited,18
firing,18
hide,18
Invoked,18
Some,18
checks,18
Mode,18
:=,18
dragging,18
ModelElements,18
<li>The,18
\0,\,18
proppanel,18
presentation,18
Process,18
particular,18
weight,18
@#$LPS-LOGGING:Localization:NestedIfdef-COLLABORATIONDIAGRAM,18
\successful,\,17
k1,17
requested,17
ListSet,17
\2,\,17
grid,17
NotationProvider,17
38,17
force,17
aren't,17
iterator,17
generator,17
goals,17
clarifier,17
persistence,17
gives,17
produced,17
managed,17
working,17
disabled,17
whenever,17
FigNodeModelElement,17
Just,17
requires,17
null),17
scrollpane,17
Checks,17
User,17
\bounds,\,17
startup,17
Type,17
org.argouml.cognitive.critics.Critic#getWizardClass(org.argouml.cognitive.ToDoItem),17
type:,17
They,17
invoke,17
percentage,17
caller,17
clicked,17
moment,17
IOException,17
Apple,17
\org.argouml.notation.providers.NotationProvider#parse(java.lang.Object,\,17
org.argouml.ui.TabTarget#refresh(),17
pair,17
initialize,17
ns,17
run,17
19:14:10Z,17
Linus,17
Overridden,17
optional,17
True,17
ItemUID,17
org.argouml.cognitive.Poster#getClarifier(),17
(ie,17
Explorer,17
Nov,17
applicable,17
edit,17
refresh,17
request,17
1.5,17
15,16
ActionSetElementOwnershipSpecification,16
Node,16
range,16
critic.<p>,16
avoid,16
java.awt.event.ActionListener#actionPerformed(,16
identifier,16
ever,16
Name,16
note,16
fail,16
resized,16
MMessage,16
ports,16
comments,16
explanation,16
happens,16
reading,16
org.tigris.gef.presentation.Fig#getMinimumSize(),16
ocl,16
boundary,16
gui,16
he,16
shapes,16
cancel,16
Abstract,16
relative,16
notify,16
dsgr)),16
executed,16
newValue,16
determined,16
java.awt.event.MouseListener#mousePressed(java.awt.event.MouseEvent),16
registration,16
boolean)},16
5eichler,16
corresponding,16
clear,16
important,16
handlers,16
java.awt.event.ActionEvent),16
literal,16
Point,16
per,16
str,16
split,16
finish,16
interrupted,16
normal,16
graphic,16
Empty,16
\(!predicate(dm,\,16
signal,16
0.28,16
Represents,16
thrown,16
members,16
JLabel,16
draw,16
instantiated,16
bug,16
\javax.management.NotificationFilter,\,16
think,15
dependencies,15
good,15
ClassifierRole,15
convert,15
zoom,15
AssociationClass,15
library,15
2nd,15
importer,15
Stereotype,15
21,15
spec,15
your,15
initialized,15
colour,15
non-modal,15
forward,15
activity,15
extensions,15
Eclipse,15
we'll,15
Iterator,15
\12,\,15
Component,15
others,15
commands,15
previously,15
notifying,15
KeyStroke,15
Generates,15
depend,15
orientation,15
border,15
choice,15
disable,15
Tolke,15
showIcon,15
Static,15
general,15
115,15
background,15
newChildren,15
\it,\,15
steps,15
Element,15
SAXException,15
d00mst,15
seems,15
Navigation,15
real,15
specification,15
2010-09-11,15
Start,15
buffer,15
Helper,15
example,15
assumes,15
frame,15
versions,15
block,15
handler,15
integer,15
DiagramSettings,15
boolean),15
removal,15
prevent,15
causes,15
features,15
safe,15
getting,15
org.argouml.uml.ui.UMLCheckBox2#buildModel(),15
consider,15
CallAction,15
positioning,15
big,15
@#$LPS-LOGGING:GranularityType:MethodBody,15
\target,\,15
included,15
FigAssociationClass,15
InterruptedException,15
nested,15
Event,15
@#$LPS-STATEDIAGRAM:GranularityType:Method,15
20:54:37Z,15
(and,15
fact,14
users,14
corresponds,14
retrieve,14
times,14
oval,14
navigable,14
Actions,14
labels,14
@#$LPS-LOGGING:Localization:EntireMethod,14
On,14
One,14
org.argouml.cognitive.ui.Wizard),14
inserted,14
manage,14
org.argouml.ui.targetmanager.TargetListener#targetSet(org.argouml.ui.targetmanager.TargetEvent),14
doing,14
pointer,14
Comment,14
19:12:44Z,14
linked,14
\now,\,14
adjust,14
head,14
specifies,14
org.argouml.cognitive.critics.Critic#initWizard(,14
(of,14
35,14
simply,14
having,14
vector-set,14
usage,14
boxes,14
pressing,14
\element,\,14
positioned,14
\pixels,\,14
calculate,14
interpreter,14
entries,14
supposed,14
expand,14
didn't,14
logic,14
\DiagramSettings,\,14
cursor,14
convenience,14
lot,14
Compute,14
statechart,14
Loads,14
org.argouml.ui.targetmanager.TargetEvent),14
addition,14
backward,14
java,14
resulting,14
org.argouml.ui.targetmanager.TargetListener#targetAdded(org.argouml.ui.targetmanager.TargetEvent),14
author,14
|,14
overall,14
callers,14
matches,14
Perform,14
sorted,14
Jeremy,14
placement,14
remember,14
displacement,14
messages,14
shrink,14
classloader,14
SaveException,14
per-project,14
At,14
March,14
@#$LPS-DEPLOYMENTDIAGRAM:GranularityType:Class,14
mark,14
long,14
Does,14
numbers,14
positions,14
sINGLETON,14
formatted,14
1st,14
toolbars,14
tell,14
storage,14
Can,14
algorithm,14
org.argouml.ui.targetmanager.TargetListener#targetRemoved(org.argouml.ui.targetmanager.TargetEvent),14
URI,14
close,14
JList,14
IllegalArgumentException,13
\user,\,13
independent,13
2004-2007,13
xmi,13
\0.13.4,\,13
duplicate,13
columns,13
except,13
setBounds,13
\elements,\,13
zero,13
likely,13
clone,13
\org.argouml.uml.cognitive.critics.CrUML#predicate2(java.lang.Object,\,13
properly,13
\method,\,13
finished,13
passes,13
theName,13
Initialize,13
@#$LPS-DEPLOYMENTDIAGRAM:GranularityType:Statement,13
enter,13
more-info-url,13
drawn,13
suitable,13
padding,13
filters,13
marked,13
ad/97-08-04,13
\deleted,\,13
header,13
),13
converted,13
UMLDeploymentDiagram,13
calculation,13
locations,13
pass,13
tokens,13
receive,13
normally,13
FigMessagePort,13
\fig,\,13
java.awt.event.MouseListener#mouseReleased(java.awt.event.MouseEvent),13
Select,13
19,13
construct,13
(not,13
chooser,13
st,13
displaying,13
\boolean,\,13
extends,13
\namespace,\,13
fully,13
overwrite,13
influence,13
umlMessage,13
23:18,13
short,13
org.argouml.uml.diagram.ui.FigNodeModelElement#modelChanged(java.beans.PropertyChangeEvent),13
zip,13
scroll,13
ArgoDiagram,13
percent,13
continue,13
popupmenu,13
Show,13
bit,13
themselves,13
GEF's,13
newOwner,13
ProgressMonitor,13
Predicate,13
his,13
hard,13
PropPanel,13
typed,13
Makes,13
middle,13
threshold,13
org.tigris.gef.undo.UndoableAction#actionPerformed(java.awt.event.ActionEvent),13
\set,\,13
@#$LPS-COLLABORATIONDIAGRAM:GranularityType:Import,13
FigEdgeModelElement,12
<p>The,12
deleting,12
void,12
FigClass,12
functions,12
Metal,12
outside,12
mouseClicked,12
k2,12
reserved,12
TargetManager,12
AssociationRole,12
delimiter,12
org.argouml.uml.ui.UMLModelElementOrderedListModel2#moveDown(int),12
enables,12
\project,\,12
recursively,12
log,12
meta,12
java.beans.VetoableChangeListener#vetoableChange(java.beans.PropertyChangeEvent),12
metamodel,12
increment,12
dropped,12
compare,12
//////////////,12
\org.argouml.model.ModelEventPump#addModelEventListener(PropertyChangeListener,\,12
contract,12
@#$LPS-STATEDIAGRAM:Localization:NestedStatement,12
front,12
/////////////////////////////////////////////////////////////////////////,12
exceptions,12
warning,12
resolve,12
notationProvider,12
<p>This,12
keeps,12
\this,\,12
Tab,12
org.argouml.uml.ui.UMLModelElementOrderedListModel2#moveToTop(int),12
\event,\,12
OpenException,12
adapt,12
Although,12
\"\true"\\,12
deps,12
Vector,12
let,12
PGML.tee,12
OK,12
among,12
fit,12
depends,12
Convenience,12
CONTRIBUTORS,12
belong,12
projectbrowser,12
navigability,12
@#$LPS-DEPLOYMENTDIAGRAM:GranularityType:Import,12
\"\"\\,12
tests,12
Exception,12
LabelledLayout,12
JTabbedPane,12
Undo,12
\box,\,12
compound,12
Stockman,12
pairs,12
development,12
Swing/AWT,12
Language,12
MouseListener,12
Width,12
E.g,12
lets,12
center,12
slope,12
generalization,12
displays,12
notified,12
Michael,12
120,12
null;,12
built,12
minimal,12
Activity,12
round,12
turn,12
org.argouml.uml.ui.UMLModelElementOrderedListModel2#moveToBottom(int),12
Overrule,12
</ol>,12
1.1,12
Reception,12
incoming,12
opened,12
listed,12
older,12
org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(java.lang.Object),12
Any,12
redo,12
highlight,12
Try,12
<em>Warning</em>,12
associationend,12
proper,12
wraps,11
work),11
content,11
java.awt.event.ItemListener#itemStateChanged(java.awt.event.ItemEvent),11
building,11
reverse,11
small,11
Manual:,11
worker,11
connections,11
associate,11
underlying,11
italic,11
CommentEdge,11
there's,11
<code>aFig</code>,11
jrobbins@ics.uci.edu,11
expanded,11
less,11
defaultValue,11
belonging,11
\selected,\,11
greater,11
AssociationEnd,11
